,RecordId,ClosedYear,MonthOccurrence,County,NCIC,TotalNumberOfVictims,TotalNumberOfIndividualVictims,SuspectsRaceAsAGroup,TotalNumberOfSuspects,MostSeriousUcr,MostSeriousUcrType,MostSeriousLocation,MostSeriousBias,MostSeriousBiasType,MostSeriousVictimType,WeaponType,Offensive_Act,label
18044,CA00-0000028184,2014,7,Santa Clara,Los Gatos,1,1,White,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,4.0
18045,CA00-0000028381,2014,10,Santa Clara,Los Gatos,1,1,Hispanic,1,Simple Assault,Violent Crimes,Parking Lot/Garage,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,4.0
18046,CA00-0000028008,2014,5,Santa Clara,Palo Alto,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-White,Race/Ethnicity/Ancestry,Person,None,Graffiti,4.0
18047,CA00-0000028009,2014,5,Santa Clara,Palo Alto,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Daycare Facility,Anti-Jewish,Religion,Business,None,Graffiti,4.0
18048,CA00-0000028254,2014,8,Santa Clara,Palo Alto,2,2,White,1,Robbery,Violent Crimes,Parking Lot/Garage,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Blunt object (blugeon, club, etc.)",Verbal slurs,4.0
18049,CA00-0000027918,2014,1,Santa Clara,San Jose,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Parking Lot/Garage,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Damage to vehicle,4.0
18050,CA00-0000027917,2014,2,Santa Clara,San Jose,1,1,Hispanic,2,Aggravated Assault,Violent Crimes,Shelter-Mission/Homeless,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Other,4.0
18051,CA00-0000028003,2014,5,Santa Clara,San Jose,2,2,Hispanic,1,Aggravated Assault,Violent Crimes,Shopping Mall,Anti-Asian,Race/Ethnicity/Ancestry,Person,"Blunt object (blugeon, club, etc.)",Other,4.0
18052,CA00-0000028203,2014,7,Santa Clara,San Jose,1,1,Black or African American,2,Robbery,Violent Crimes,Parking Lot/Garage,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,Handgun,Verbal slurs,4.0
18053,CA00-0000028204,2014,7,Santa Clara,San Jose,1,1,Black or African American,1,Simple Assault,Violent Crimes,Drug Store/Dr Office/Hospital,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,"Other ( bottle, rocks, spitting)",Verbal slurs,4.0
18054,CA00-0000028269,2014,8,Santa Clara,San Jose,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,Unknown,Damage to vehicle,4.0
18055,CA00-0000028323,2014,9,Santa Clara,San Jose,1,1,Asian/Pacific Islander,1,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-White,Race/Ethnicity/Ancestry,Person,"Blunt object (blugeon, club, etc.)",Other,4.0
18056,CA00-0000028324,2014,9,Santa Clara,San Jose,1,1,White,1,Intimidation,Violent Crimes,Convenience Store,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,Unknown,Verbal slurs,4.0
18057,CA00-0000028325,2014,9,Santa Clara,San Jose,2,2,White,1,Intimidation,Violent Crimes,School-Elementary/Secondary,Anti-Arab,Race/Ethnicity/Ancestry,Person,Unknown,Verbal slurs,4.0
18058,CA00-0000028405,2014,10,Santa Clara,San Jose,1,0,White,1,Destruction/Damage/Vandalism,Property Crimes,Other/Unknown,Anti-Jewish,Religion,Business,None,Graffiti,4.0
18059,CA00-0000028508,2014,12,Santa Clara,San Jose,1,1,Group of Multiple Races,2,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-White,Race/Ethnicity/Ancestry,Person,None,Verbal slurs,4.0
18060,CA00-0000027759,2014,1,Santa Clara,Sunnyvale,3,3,Hispanic,4,Aggravated Assault,Violent Crimes,Parking Lot/Garage,Anti-Sikh,Religion,Person,"Personal weapons (hands, feet, teeth, etc.)",Other,4.0
18061,CA00-0000028180,2014,7,Santa Clara,CSU San Jose,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,School-College/University,Anti-Black or African American,Race/Ethnicity/Ancestry,Government,None,Graffiti,4.0
18062,CA00-0000028314,2014,9,Santa Clara,CSU San Jose,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,School-College/University,Anti-Multiple Races (Group),Race/Ethnicity/Ancestry,Government,None,Graffiti,4.0
18063,CA00-0000027925,2014,4,Santa Cruz,Santa Cruz Co. Sheriff's Department,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation,Person,None,Graffiti,4.0
18064,CA00-0000028000,2014,5,Santa Cruz,Santa Cruz Co. Sheriff's Department,1,1,White,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,4.0
18065,CA00-0000028001,2014,5,Santa Cruz,Santa Cruz Co. Sheriff's Department,1,1,White,1,Simple Assault,Violent Crimes,Lake/Waterway/Beach,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Other,4.0
18066,CA00-0000028141,2014,6,Santa Cruz,Santa Cruz Co. Sheriff's Department,1,1,White,1,Aggravated Assault,Violent Crimes,Lake/Waterway/Beach,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Other,4.0
18067,CA00-0000028256,2014,8,Santa Cruz,Santa Cruz Co. Sheriff's Department,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,School-Elementary/Secondary,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Government,None,Daubing of swastika,4.0
18068,CA00-0000028320,2014,9,Santa Cruz,Santa Cruz Co. Sheriff's Department,2,2,White,1,Aggravated Assault,Violent Crimes,Parking Lot/Garage,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Other,4.0
18069,CA00-0000028470,2014,11,Santa Cruz,Santa Cruz Co. Sheriff's Department,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Church/Synagogue/Temple,Anti-Islamic (Muslim),Religion,Religious,None,Graffiti,4.0
18070,CA00-0000027921,2014,1,Santa Cruz,Santa Cruz,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,School-Elementary/Secondary,Anti-Black or African American,Race/Ethnicity/Ancestry,Government,None,Graffiti,4.0
18071,CA00-0000027920,2014,2,Santa Cruz,Santa Cruz,1,1,White,3,Simple Assault,Violent Crimes,Bar/Night Club,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,Knife or other cutting or stabbing instrument,Verbal slurs,4.0
18072,CA00-0000027919,2014,3,Santa Cruz,Santa Cruz,1,1,Black or African American,1,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation,Person,None,Verbal slurs,4.0
18073,CA00-0000027945,2014,3,Santa Cruz,Santa Cruz,1,1,White,1,Intimidation,Violent Crimes,Highway/Road/Alley/Street,Anti-Physical Disability,Disability,Person,None,Verbal slurs,4.0
18074,CA00-0000028024,2014,5,Santa Cruz,Santa Cruz,1,1,White,1,Simple Assault,Violent Crimes,Hotel/Motel/etc.,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,4.0
18075,CA00-0000028112,2014,6,Santa Cruz,Santa Cruz,1,1,White,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Verbal slurs,4.0
18076,CA00-0000028113,2014,6,Santa Cruz,Santa Cruz,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,School-Elementary/Secondary,Anti-Jewish,Religion,Government,None,Graffiti,4.0
18077,CA00-0000028114,2014,6,Santa Cruz,Santa Cruz,1,1,Unknown,1,Simple Assault,Violent Crimes,Amusement Park,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,4.0
18078,CA00-0000027831,2014,3,Shasta,Shasta Co. Sheriff's Department,2,2,Unknown,0,Intimidation,Violent Crimes,School-Elementary/Secondary,Anti-American Indian/Alaska Native,Race/Ethnicity/Ancestry,Person,None,Other,2.0
18079,CA00-0000028087,2014,5,Shasta,Redding,1,1,White,1,Simple Assault,Violent Crimes,School-Elementary/Secondary,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,2.0
18080,CA00-0000028148,2014,6,Shasta,Redding,2,2,White,3,Simple Assault,Violent Crimes,School-Elementary/Secondary,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,2.0
18081,CA00-0000028312,2014,8,Shasta,Redding,1,1,Unknown,0,Intimidation,Violent Crimes,Church/Synagogue/Temple,Anti-Protestant,Religion,Person,None,Other,2.0
18082,CA00-0000028434,2014,10,Shasta,Redding,2,2,White,2,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,"Blunt object (blugeon, club, etc.)",Verbal slurs,2.0
18083,CA00-0000028490,2014,11,Solano,Fairfield,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Commercial/Office Building,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Business,None,Graffiti,2.0
18084,CA00-0000028406,2014,10,Solano,Vacaville,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Other/Unknown,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,Unknown,Daubing of swastika,2.0
18085,CA00-0000028132,2014,6,Sonoma,Sonoma Co. Sheriff's Department,2,2,Hispanic,1,Aggravated Assault,Violent Crimes,Parking Lot/Garage,Anti-Lesbian,Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,2.0
18086,CA00-0000028304,2014,9,Sonoma,Healdsburg,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Field/Woods/Park,Anti-Jewish,Religion,Government,None,Daubing of swastika,2.0
18087,CA00-0000028530,2014,12,Sonoma,Windsor,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation,Person,None,Graffiti,2.0
18088,CA00-0000028221,2014,7,Stanislaus,Stanislaus Co. Sheriff's Department,1,1,Group of Multiple Races,3,Intimidation,Violent Crimes,Jail/Prison,Anti-Gay (Male),Sexual Orientation,Person,None,Verbal slurs,2.0
18089,CA00-0000027922,2014,3,Stanislaus,Modesto,1,1,Unknown,0,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation,Person,None,Threatening letters/flyers/email,2.0
18090,CA00-0000028143,2014,6,Stanislaus,Modesto,2,2,White,1,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Verbal slurs,2.0
18091,CA00-0000028296,2014,8,Stanislaus,Modesto,2,2,Hispanic,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Other ( bottle, rocks, spitting)",Verbal slurs,2.0
18092,CA00-0000028428,2014,10,Stanislaus,Modesto,1,1,White,1,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Person,None,Verbal slurs,2.0
18093,CA00-0000028363,2014,9,Stanislaus,Turlock,1,1,Unknown,4,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Other,2.0
18094,CA00-0000028107,2014,6,Stanislaus,Waterford,2,2,White,1,Aggravated Assault,Violent Crimes,Convenience Store,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Person,Knife or other cutting or stabbing instrument,Verbal slurs,2.0
18095,CA00-0000028194,2014,7,Sutter,Yuba City,2,2,White,1,Simple Assault,Violent Crimes,Park/Playground,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Other,2.0
18096,CA00-0000027827,2014,3,Tehama,Red Bluff,1,1,White,1,Simple Assault,Violent Crimes,Grocery/Supermarket,Anti-Lesbian,Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Other,2.0
18097,CA00-0000028213,2014,7,Tehama,Red Bluff,1,1,Hispanic,5,Intimidation,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Other ( bottle, rocks, spitting)",Verbal slurs,2.0
18098,CA00-0000028509,2014,12,Tehama,Red Bluff,1,1,White,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Other,2.0
18099,CA00-0000027836,2014,3,Tulare,Visalia,1,1,White,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,"Other ( bottle, rocks, spitting)",Verbal slurs,2.0
18100,CA00-0000028115,2014,6,Tulare,Visalia,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Damage to vehicle,2.0
18101,CA00-0000028247,2014,7,Tuolumne,Tuolumne Co. Sheriff's Department,1,1,White,1,Simple Assault,Violent Crimes,Park/Playground,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,2.0
18102,CA00-0000028520,2014,12,Tuolumne,Tuolumne Co. Sheriff's Department,1,1,Group of Multiple Races,1,Intimidation,Violent Crimes,Other/Unknown,Anti-White,Race/Ethnicity/Ancestry,Person,Unknown,Other,2.0
18103,CA00-0000027923,2014,1,Tuolumne,Sonora,1,1,Unknown,0,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Threatening letters/flyers/email,2.0
18104,CA00-0000028191,2014,7,Tuolumne,Sonora,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Parking Lot/Garage,Anti-Other Religion,Religion,Person,None,Damage to vehicle,2.0
18105,CA00-0000027778,2014,2,Ventura,Ventura Co. Sheriff's Department,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,School-College/University,Anti-Jewish,Religion,Religious,None,Graffiti,0.0
18106,CA00-0000027966,2014,5,Ventura,Ventura Co. Sheriff's Department,3,3,Hispanic,2,Simple Assault,Violent Crimes,Park/Playground,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.0
18107,CA00-0000028155,2014,7,Ventura,Ventura Co. Sheriff's Department,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Highway/Road/Alley/Street,Anti-Jewish,Religion,Religious,None,Graffiti,0.0
18108,CA00-0000027777,2014,2,Ventura,Camarillo,1,1,Hispanic,1,Destruction/Damage/Vandalism,Property Crimes,Parking Lot/Garage,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Other ( bottle, rocks, spitting)",Damage to vehicle,0.0
18109,CA00-0000028013,2014,6,Ventura,Camarillo,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,School-Elementary/Secondary,Anti-Gay (Male),Sexual Orientation,Person,None,Damage to vehicle,0.0
18110,CA00-0000028053,2014,6,Ventura,Camarillo,1,1,Unknown,0,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Verbal slurs,0.0
18111,CA00-0000027828,2014,3,Ventura,Oxnard,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Graffiti,0.0
18112,CA00-0000027931,2014,4,Ventura,Oxnard,1,1,White,1,Destruction/Damage/Vandalism,Property Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,Unknown,Damage to vehicle,0.0
18113,CA00-0000028012,2014,5,Ventura,Oxnard,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Parking Lot/Garage,Anti-Islamic (Muslim),Religion,Person,Unknown,Damage to vehicle,0.0
18114,CA00-0000028420,2014,10,Ventura,Oxnard,1,1,Hispanic,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Person,"Other ( bottle, rocks, spitting)",Rock throwing,0.0
18115,CA00-0000028424,2014,10,Ventura,Ventura,1,1,White,1,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Verbal slurs,0.0
18116,CA00-0000028353,2014,1,Ventura,Simi Valley,2,2,Hispanic,1,Destruction/Damage/Vandalism,Property Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,Unknown,Damage to vehicle,0.0
18117,CA00-0000028104,2014,6,Ventura,Simi Valley,1,1,White,4,Destruction/Damage/Vandalism,Property Crimes,School-Elementary/Secondary,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,Unknown,Graffiti,0.0
18118,CA00-0000028179,2014,7,Ventura,Simi Valley,1,1,Hispanic,1,Intimidation,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Verbal slurs,0.0
18119,CA00-0000028467,2014,11,Ventura,Simi Valley,1,1,White,1,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Jewish,Religion,Person,Unknown,Annoying telephone calls/fax,0.0
18120,CA00-0000027673,2014,1,Ventura,Moorpark,1,1,Unknown,1,Destruction/Damage/Vandalism,Property Crimes,Parking Lot/Garage,Anti-Asian,Race/Ethnicity/Ancestry,Person,Unknown,Graffiti,0.0
18121,CA00-0000027753,2014,1,Yolo,Yolo Co. Sheriff's Department,1,1,Hispanic,1,Aggravated Assault,Violent Crimes,Park/Playground,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Other,0.0
18122,CA00-0000028212,2014,7,Yolo,Davis,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Parking Lot/Garage,Anti-Multiple Races (Group),Race/Ethnicity/Ancestry,Person,Unknown,Damage to vehicle,0.0
18123,CA00-0000028266,2014,8,Yolo,Davis,1,1,Unknown,0,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Jewish,Religion,Person,None,Threatening letters/flyers/email,0.0
18124,CA00-0000027926,2014,4,Yolo,UC Davis,3,3,White,1,Simple Assault,Violent Crimes,Residence/Home/Driveway,Anti-Asian,Race/Ethnicity/Ancestry,Person,None,Verbal slurs,0.0
18125,CA00-0000028002,2014,5,Yolo,UC Davis,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Government/Public Building,Anti-Black or African American,Race/Ethnicity/Ancestry,Government,None,Graffiti,0.0
18126,CA00-0000028339,2014,8,Yolo,UC Davis,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,School-College/University,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation,Government,"Other ( bottle, rocks, spitting)",Damage to vehicle,0.0
18127,CA00-0000027949,2014,3,Yuba,Yuba Co. Sheriff's Department,1,1,Group of Multiple Races,2,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,Vehicle,Verbal slurs,4.0
18128,CA00-0000027950,2014,3,Yuba,Yuba Co. Sheriff's Department,3,3,White,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Firearm (unknown whether handgun, rifle or shotgun)",Verbal slurs,4.0
18129,CA00-0000028529,2014,12,Yuba,Yuba Co. Sheriff's Department,2,2,Black or African American,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Blunt object (blugeon, club, etc.)",Verbal slurs,4.0
18130,CA00-0000028545,2014,12,Los Angeles,Metropolitan Transit Authority (MTA),5,5,White,1,Aggravated Assault,Violent Crimes,Air/Bus/Train Terminal,Anti-Multiple Races (Group),Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Other,2.0
18131,CA00-0000027808,2014,2,Los Angeles,West Hollywood,1,1,White,1,Simple Assault,Violent Crimes,Restaurant,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation,Person,"Other ( bottle, rocks, spitting)",Other,2.0
18132,CA00-0000027956,2014,4,Los Angeles,West Hollywood,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Commercial/Office Building,Anti-Jewish,Religion,Business,Unknown,Daubing of swastika,2.0
18133,CA00-0000027965,2014,4,Los Angeles,West Hollywood,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation,Person,None,Graffiti,2.0
18134,CA00-0000028152,2014,6,Los Angeles,West Hollywood,2,2,Black or African American,2,Aggravated Assault,Violent Crimes,Bar/Night Club,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation,Person,Knife or other cutting or stabbing instrument,Verbal slurs,2.0
