MonthOccurrence,TotalNumberOfVictims,TotalNumberOfIndividualVictims,SuspectsRaceAsAGroup,TotalNumberOfSuspects,MostSeriousUcr,MostSeriousUcrType,MostSeriousLocation,MostSeriousBias,MostSeriousBiasType,MostSeriousVictimType,WeaponType,Offensive_Act,conviction-rate
2,2,2,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Graffiti,0.36879432624113473
4,1,1,Group of Multiple Races,1,Aggravated Assault,Violent Crimes,Parking Lot/Garage,Anti-Multiple Races (Group),Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.36879432624113473
4,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Other/Unknown,Anti-Jewish,Religion,Other,None,Other,0.36879432624113473
4,1,1,White,1,Intimidation,Violent Crimes,Other/Unknown,Anti-Jewish,Religion,Person,None,Threatening letters/flyers/email,0.36879432624113473
5,1,1,White,1,Aggravated Assault,Violent Crimes,Parking Lot/Garage,Anti-Asian,Race/Ethnicity/Ancestry,Person,"Blunt object (blugeon, club, etc.)",Verbal slurs,0.36879432624113473
5,1,1,White,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,Knife or other cutting or stabbing instrument,Verbal slurs,0.36879432624113473
6,1,1,White,3,Simple Assault,Violent Crimes,Parking Lot/Garage,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.36879432624113473
6,2,2,White,1,Intimidation,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,None,Verbal slurs,0.36879432624113473
7,2,2,Unknown,2,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Person,None,Verbal slurs,0.36879432624113473
7,1,1,White,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,Vehicle,Verbal slurs,0.36879432624113473
9,1,1,White,1,Intimidation,Violent Crimes,School/college,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation,Person,None,Other,0.36879432624113473
9,1,1,White,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.36879432624113473
9,1,1,White,4,Robbery,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Firearm (unknown whether handgun, rifle or shotgun)",Verbal slurs,0.36879432624113473
10,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Graffiti,0.36879432624113473
11,1,1,White,1,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Annoying telephone calls/fax,0.36879432624113473
9,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Damage to vehicle,0.36879432624113473
2,1,1,Black or African American,1,Simple Assault,Violent Crimes,School/college,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.36879432624113473
2,1,1,Black or African American,3,Simple Assault,Violent Crimes,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.36879432624113473
3,5,5,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Jewish,Religion,Person,None,Damage to vehicle,0.36879432624113473
3,1,1,Black or African American,4,Robbery,Violent Crimes,Field/Woods/Park,Anti-White,Race/Ethnicity/Ancestry,Person,Handgun,Verbal slurs,0.36879432624113473
4,1,1,White,1,Destruction/Damage/Vandalism,Property Crimes,Parking Lot/Garage,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Verbal slurs,0.36879432624113473
5,3,3,Hispanic,1,Simple Assault,Violent Crimes,Residence/Home/Driveway,Anti-Islamic (Muslim),Religion,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.36879432624113473
5,2,2,Black or African American,4,Robbery,Violent Crimes,Service/Gas Station,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.36879432624113473
6,2,2,Hispanic,1,Aggravated Assault,Violent Crimes,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation,Person,"Other ( bottle, rocks, spitting)",Verbal slurs,0.36879432624113473
7,6,6,East Indian/Asian Indian,2,Aggravated Assault,Violent Crimes,Field/Woods/Park,Anti-Other Religion,Religion,Person,"Blunt object (blugeon, club, etc.)",Verbal slurs,0.36879432624113473
8,1,1,Black or African American,1,Simple Assault,Violent Crimes,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.36879432624113473
9,3,3,White,4,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.36879432624113473
11,3,3,Group of Multiple Races,3,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Disturbing public assembly/meeting,0.36879432624113473
11,1,1,Asian/Pacific Islander,1,Destruction/Damage/Vandalism,Property Crimes,Highway/Road/Alley/Street,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.36879432624113473
11,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,School/college,Anti-Black or African American,Race/Ethnicity/Ancestry,Government,None,Graffiti,0.36879432624113473
2,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Islamic (Muslim),Religion,Person,None,Graffiti,0.36879432624113473
6,2,2,Unknown,1,Intimidation,Violent Crimes,Restaurant,Anti-Arab,Race/Ethnicity/Ancestry,Person,None,Annoying telephone calls/fax,0.36879432624113473
7,3,3,Unknown,0,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Graffiti,0.36879432624113473
10,1,1,Unknown,0,Burglary,Property Crimes,Residence/Home/Driveway,Anti-Arab,Race/Ethnicity/Ancestry,Person,None,Graffiti,0.36879432624113473
1,1,1,White,3,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Transgender,Gender Nonconforming,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.36879432624113473
1,1,1,White,10,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.36879432624113473
3,1,1,White,2,Robbery,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.36879432624113473
4,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Graffiti,0.36879432624113473
4,1,1,White,1,Aggravated Assault,Violent Crimes,Other/Unknown,Anti-Lesbian,Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.36879432624113473
6,1,1,White,1,Aggravated Assault,Violent Crimes,Convenience Store,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Person,"Blunt object (blugeon, club, etc.)",Verbal slurs,0.36879432624113473
8,1,1,Hispanic,2,Simple Assault,Violent Crimes,Jail/Prison,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.36879432624113473
8,1,1,Black or African American,1,Intimidation,Violent Crimes,Highway/Road/Alley/Street,Anti-White,Race/Ethnicity/Ancestry,Person,None,Verbal slurs,0.36879432624113473
10,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Graffiti,0.36879432624113473
10,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Specialty Store (TV/Fur/etc.),Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Person,None,Rock throwing,0.36879432624113473
11,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Church/Synagogue/Temple,Anti-Jewish,Religion,Religious,None,Daubing of swastika,0.36879432624113473
12,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Parking Lot/Garage,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Damage to vehicle,0.36879432624113473
12,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Church/Synagogue/Temple,Anti-Jewish,Religion,Religious,None,Daubing of swastika,0.36879432624113473
2,1,1,White,1,Rape,Violent Crimes,Field/Woods/Park,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Verbal slurs,0.36879432624113473
10,1,1,White,2,Simple Assault,Violent Crimes,Field/Woods/Park,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.36879432624113473
1,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Jewish,Religion,Person,"Other ( bottle, rocks, spitting)",Other,0.36879432624113473
1,1,1,Black or African American,2,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation,Person,"Other ( bottle, rocks, spitting)",Verbal slurs,0.36879432624113473
1,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Parking Lot/Garage,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Other gun (pellet, BB, stun gun, etc.)",Graffiti,0.36879432624113473
3,2,2,White,3,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Other,0.36879432624113473
4,1,1,Unknown,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.36879432624113473
5,1,1,White,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Other,0.36879432624113473
9,1,1,Unknown,1,Intimidation,Violent Crimes,Restaurant,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Person,None,Verbal slurs,0.36879432624113473
9,2,2,Hispanic,1,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Damage to vehicle,0.36879432624113473
11,1,1,Black or African American,3,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Other,0.36879432624113473
7,5,5,Group of Multiple Races,2,Aggravated Assault,Violent Crimes,Field/Woods/Park,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,Knife or other cutting or stabbing instrument,Verbal slurs,0.36879432624113473
5,1,1,White,3,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.36879432624113473
10,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Damage to vehicle,0.36879432624113473
12,1,1,Group of Multiple Races,2,Intimidation,Violent Crimes,Liquor Store,Anti-Gay (Male),Sexual Orientation,Person,None,Verbal slurs,0.36879432624113473
6,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Person,None,Graffiti,0.36879432624113473
8,1,0,Asian/Pacific Islander,1,Destruction/Damage/Vandalism,Property Crimes,Church/Synagogue/Temple,Anti-Catholic,Religion,Religious,None,Graffiti,0.36879432624113473
8,1,0,Asian/Pacific Islander,1,Destruction/Damage/Vandalism,Property Crimes,School/college,Anti-Catholic,Religion,Business,None,Graffiti,0.36879432624113473
1,1,0,White,1,Destruction/Damage/Vandalism,Property Crimes,Church/Synagogue/Temple,Anti-Jewish,Religion,Religious,None,Daubing of swastika,0.36879432624113473
2,1,1,Unknown,0,Intimidation,Violent Crimes,School/college,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,None,Threatening letters/flyers/email,0.36879432624113473
2,1,1,Unknown,1,Intimidation,Violent Crimes,Church/Synagogue/Temple,Anti-Islamic (Muslim),Religion,Person,None,Annoying telephone calls/fax,0.36879432624113473
3,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Graffiti,0.36879432624113473
3,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Graffiti,0.36879432624113473
4,1,0,Unknown,0,Burglary,Property Crimes,Church/Synagogue/Temple,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Religious,None,Graffiti,0.36879432624113473
5,1,1,Black or African American,1,Simple Assault,Violent Crimes,Residence/Home/Driveway,Anti-White,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.36879432624113473
8,1,1,White,2,Robbery,Violent Crimes,Field/Woods/Park,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.36879432624113473
9,1,1,Black or African American,3,Robbery,Violent Crimes,Parking Lot/Garage,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.36879432624113473
12,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Specialty Store (TV/Fur/etc.),Anti-Jewish,Religion,Person,None,Daubing of swastika,0.36879432624113473
12,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Parking Lot/Garage,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Damage to vehicle,0.36879432624113473
12,1,1,White,2,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Other ( bottle, rocks, spitting)",Verbal slurs,0.36879432624113473
12,1,1,White,1,Destruction/Damage/Vandalism,Property Crimes,Parking Lot/Garage,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,None,Verbal slurs,0.36879432624113473
3,1,1,White,2,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Jewish,Religion,Person,None,Daubing of swastika,0.36879432624113473
1,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Highway/Road/Alley/Street,Anti-Other Religion,Religion,Person,"Other ( bottle, rocks, spitting)",Damage to vehicle,0.36879432624113473
1,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Commercial/Office Building,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,Unknown,Graffiti,0.36879432624113473
1,3,3,White,4,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,"Other ( bottle, rocks, spitting)",Damage to vehicle,0.36879432624113473
3,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Government,Unknown,Graffiti,0.36879432624113473
3,1,1,Hispanic,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Lesbian,Sexual Orientation,Person,"Other gun (pellet, BB, stun gun, etc.)",Other,0.36879432624113473
4,1,1,Unknown,1,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Jewish,Religion,Person,"Other ( bottle, rocks, spitting)",Other,0.36879432624113473
4,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Highway/Road/Alley/Street,Anti-Multiple Races (Group),Race/Ethnicity/Ancestry,Government,Unknown,Graffiti,0.36879432624113473
5,1,1,Black or African American,1,Simple Assault,Violent Crimes,Service/Gas Station,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Other,0.36879432624113473
5,9,9,Unknown,1,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Multiple Races (Group),Race/Ethnicity/Ancestry,Person,"Other ( bottle, rocks, spitting)",Graffiti,0.36879432624113473
5,3,3,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Person,"Other ( bottle, rocks, spitting)",Graffiti,0.36879432624113473
6,2,2,Group of Multiple Races,4,Simple Assault,Violent Crimes,Air/Bus/Train Terminal,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Other,0.36879432624113473
6,1,1,East Indian/Asian Indian,1,Intimidation,Violent Crimes,Highway/Road/Alley/Street,Anti-Jewish,Religion,Person,"Other gun (pellet, BB, stun gun, etc.)",Verbal slurs,0.36879432624113473
7,1,0,Unknown,0,Arson,Property Crimes,Church/Synagogue/Temple,Anti-Other Religion,Religion,Religious,"Arson, fire",Other,0.36879432624113473
7,1,1,Unknown,0,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,None,Threatening letters/flyers/email,0.36879432624113473
7,1,1,Hispanic,3,Intimidation,Violent Crimes,Highway/Road/Alley/Street,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation,Person,Handgun,Verbal slurs,0.36879432624113473
8,1,1,Hispanic,1,Aggravated Assault,Violent Crimes,Residence/Home/Driveway,Anti-Mental Disability,Disability,Person,"Other ( bottle, rocks, spitting)",Other,0.36879432624113473
8,1,1,Group of Multiple Races,3,Simple Assault,Violent Crimes,Grocery/Supermarket,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Verbal slurs,0.36879432624113473
9,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Highway/Road/Alley/Street,Anti-Jewish,Religion,Person,None,Graffiti,0.36879432624113473
9,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Highway/Road/Alley/Street,Anti-Jewish,Religion,Person,None,Graffiti,0.36879432624113473
9,1,1,Hispanic,1,Simple Assault,Violent Crimes,School/college,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Other,0.36879432624113473
